
==================================
>> SD Card is successfully init at 698
==================================

[INFO] main::setup() | System restarted at 759
[INFO] main::loop() | Sending status packet timeout is not due. now_timestamp = 1165976; send_status_timestamp = 2103159
[INFO] main::loop() | Reloading Watchdog
[INFO] main::loop() | Go to sleep for 10 seconds
[INFO] main::loop() | Device wakeup, now_timestamp = 1166734
[INFO] main::loop() | Device wakeup, Current RTC Epoch = 978322477
[INFO] main::loop() | Sending status packet timeout is not due. now_timestamp = 1166734; send_status_timestamp = 2103159
[INFO] main::loop() | Reloading Watchdog
[INFO] main::loop() | Go to sleep for 10 seconds
[INFO] main::loop() | Device wakeup, now_timestamp = 1167475
[INFO] main::loop() | Device wakeup, Current RTC Epoch = 978322487
[INFO] main::loop() | Sending status packet timeout is not due. now_timestamp = 1167475; send_status_timestamp = 2103159
[INFO] main::loop() | Reloading Watchdog
[INFO] main::loop() | Go to sleep for 10 seconds
[INFO] main::loop() | Device wakeup, now_timestamp = 1168222
[INFO] main::loop() | Device wakeup, Current RTC Epoch = 978322497
[INFO] main::loop() | Sending status packet timeout is not due. now_timestamp = 1168222; send_status_timestamp = 2103159
[INFO] main::loop() | Reloading Watchdog
[INFO] main::loop() | Go to sleep for 10 seconds
[INFO] main::loop() | Device wakeup, now_timestamp = 1168969
[INFO] main::loop() | Device wakeup, Current RTC Epoch = 978322507
[INFO] main::loop() | Sending status packet timeout is not due. now_timestamp = 1168969; send_status_timestamp = 2103159
[INFO] main::loop() | Reloading Watchdog
[INFO] main::loop() | Go to sleep for 10 seconds
[INFO] main::loop() | Device wakeup, now_timestamp = 1169710
[INFO] main::loop() | Device wakeup, Current RTC Epoch = 978322517
[INFO] main::loop() | Sending status packet timeout is not due. now_timestamp = 1169710; send_status_timestamp = 2103159
[INFO] main::loop() | Reloading Watchdog
[INFO] main::loop() | Go to sleep for 10 seconds
[INFO] main::loop() | Device wakeup, now_timestamp = 1170474
[INFO] main::loop() | Device wakeup, Current RTC Epoch = 978322527
[INFO] main::loop() | Sending status packet timeout is not due. now_timestamp = 1170474; send_status_timestamp = 2103159
[INFO] main::loop() | Reloading Watchdog
[INFO] main::loop() | Go to sleep for 10 seconds
[INFO] main::loop() | Device wakeup, now_timestamp = 1171221
[INFO] main::loop() | Device wakeup, Current RTC Epoch = 978322537
[INFO] main::loop() | Sending status packet timeout is not due. now_timestamp = 1171221; send_status_timestamp = 2103159
[INFO] main::loop() | Reloading Watchdog
[INFO] main::loop() | Go to sleep for 10 seconds
[INFO] main::loop() | Device wakeup, now_timestamp = 1171962
[INFO] main::loop() | Device wakeup, Current RTC Epoch = 978322547
[INFO] main::loop() | Sending status packet timeout is not due. now_timestamp = 1171962; send_status_timestamp = 2103159
[INFO] main::loop() | Reloading Watchdog
[INFO] main::loop() | Go to sleep for 10 seconds
[INFO] main::loop() | Device wakeup, now_timestamp = 1172709
[INFO] main::loop() | Device wakeup, Current RTC Epoch = 978322557
[INFO] main::loop() | Sending status packet timeout is not due. now_timestamp = 1172709; send_status_timestamp = 2103159
[INFO] main::loop() | Reloading Watchdog
[INFO] main::loop() | Go to sleep for 10 seconds
[INFO] main::loop() | Device wakeup, now_timestamp = 1173456
[INFO] main::loop() | Device wakeup, Current RTC Epoch = 978322567
[INFO] main::loop() | Sending status packet timeout is not due. now_timestamp = 1173456; send_status_timestamp = 2103159
[INFO] main::loop() | Reloading Watchdog
[INFO] main::loop() | Go to sleep for 10 seconds
[INFO] main::loop() | Device wakeup, now_timestamp = 1174197
[INFO] main::loop() | Device wakeup, Current RTC Epoch = 978322577
[INFO] main::loop() | Sending status packet timeout is not due. now_timestamp = 1174197; send_status_timestamp = 2103159
[INFO] main::loop() | Reloading Watchdog
[INFO] main::loop() | Go to sleep for 10 seconds
[INFO] main::loop() | Device wakeup, now_timestamp = 1174944
[INFO] main::loop() | Device wakeup, Current RTC Epoch = 978322587
[INFO] main::loop() | Sending status packet timeout is not due. now_timestamp = 1174944; send_status_timestamp = 2103159
[INFO] main::loop() | Reloading Watchdog
[INFO] main::loop() | Go to sleep for 10 seconds
[INFO] main::loop() | Device wakeup, now_timestamp = 1175692
[INFO] main::loop() | Device wakeup, Current RTC Epoch = 978322597
[INFO] main::loop() | Sending status packet timeout is not due. now_timestamp = 1175692; send_status_timestamp = 2103159
[INFO] main::loop() | Reloading Watchdog
[INFO] main::loop() | Go to sleep for 10 seconds
[INFO] main::loop() | Device wakeup, now_timestamp = 1176433
[INFO] main::loop() | Device wakeup, Current RTC Epoch = 978322607
[INFO] main::loop() | Sending status packet timeout is not due. now_timestamp = 1176433; send_status_timestamp = 2103159
[INFO] main::loop() | Reloading Watchdog
[INFO] main::loop() | Go to sleep for 10 seconds
[INFO] main::loop() | Device wakeup, now_timestamp = 1177190
[INFO] main::loop() | Device wakeup, Current RTC Epoch = 978322617
[INFO] main::loop() | Sending status packet timeout is not due. now_timestamp = 1177190; send_status_timestamp = 2103159
[INFO] main::loop() | Reloading Watchdog
[INFO] main::loop() | Go to sleep for 10 seconds
[INFO] main::loop() | Device wakeup, now_timestamp = 1177937
[INFO] main::loop() | Device wakeup, Current RTC Epoch = 978322627
[INFO] main::loop() | Sending status packet timeout is not due. now_timestamp = 1177937; send_status_timestamp = 2103159
[INFO] main::loop() | Reloading Watchdog
[INFO] main::loop() | Go to sleep for 10 seconds
[INFO] main::loop() | Device wakeup, now_timestamp = 1178678
[INFO] main::loop() | Device wakeup, Current RTC Epoch = 978322637
[INFO] main::loop() | Sending status packet timeout is not due. now_timestamp = 1178678; send_status_timestamp = 2103159
[INFO] main::loop() | Reloading Watchdog
[INFO] main::loop() | Go to sleep for 10 seconds
[INFO] main::loop() | Device wakeup, now_timestamp = 1179425
[INFO] main::loop() | Device wakeup, Current RTC Epoch = 978322647
[INFO] main::loop() | Sending status packet timeout is not due. now_timestamp = 1179425; send_status_timestamp = 2103159
[INFO] main::loop() | Reloading Watchdog
[INFO] main::loop() | Go to sleep for 10 seconds
[INFO] main::loop() | Device wakeup, now_timestamp = 1180172
[INFO] main::loop() | Device wakeup, Current RTC Epoch = 978322657
[INFO] main::loop() | Sending status packet timeout is not due. now_timestamp = 1180172; send_status_timestamp = 2103159
[INFO] main::loop() | Reloading Watchdog
[INFO] main::loop() | Go to sleep for 10 seconds
[INFO] main::loop() | Device wakeup, now_timestamp = 1180919
[INFO] main::loop() | Device wakeup, Current RTC Epoch = 978322667
[INFO] main::loop() | Sending status packet timeout is not due. now_timestamp = 1180919; send_status_timestamp = 2103159
[INFO] main::loop() | Reloading Watchdog
[INFO] main::loop() | Go to sleep for 10 seconds
[INFO] main::loop() | Device wakeup, now_timestamp = 1181660
[INFO] main::loop() | Device wakeup, Current RTC Epoch = 978322677
[INFO] main::loop() | Sending status packet timeout is not due. now_timestamp = 1181660; send_status_timestamp = 2103159
[INFO] main::loop() | Reloading Watchdog
[INFO] main::loop() | Go to sleep for 10 seconds
[INFO] main::loop() | Device wakeup, now_timestamp = 1182407
[INFO] main::loop() | Device wakeup, Current RTC Epoch = 978322687
[INFO] main::loop() | Sending status packet timeout is not due. now_timestamp = 1182407; send_status_timestamp = 2103159
[INFO] main::loop() | Reloading Watchdog
[INFO] main::loop() | Go to sleep for 10 seconds
[INFO] main::loop() | Device wakeup, now_timestamp = 1183154
[INFO] main::loop() | Device wakeup, Current RTC Epoch = 978322697
[INFO] main::loop() | Sending status packet timeout is not due. now_timestamp = 1183154; send_status_timestamp = 2103159
[INFO] main::loop() | Reloading Watchdog
[INFO] main::loop() | Go to sleep for 10 seconds
[INFO] main::loop() | Device wakeup, now_timestamp = 1183895
[INFO] main::loop() | Device wakeup, Current RTC Epoch = 978322707
[INFO] main::loop() | Sending status packet timeout is not due. now_timestamp = 1183895; send_status_timestamp = 2103159
[INFO] main::loop() | Reloading Watchdog
[INFO] main::loop() | Go to sleep for 10 seconds
[INFO] main::loop() | Device wakeup, now_timestamp = 1184642
[INFO] main::loop() | Device wakeup, Current RTC Epoch = 978322717
[INFO] main::loop() | Sending status packet timeout is not due. now_timestamp = 1184642; send_status_timestamp = 2103159
[INFO] main::loop() | Reloading Watchdog
[INFO] main::loop() | Go to sleep for 10 seconds
[INFO] main::loop() | Device wakeup, now_timestamp = 1185389
[INFO] main::loop() | Device wakeup, Current RTC Epoch = 978322727
[INFO] main::loop() | Sending status packet timeout is not due. now_timestamp = 1185389; send_status_timestamp = 2103159
[INFO] main::loop() | Reloading Watchdog
[INFO] main::loop() | Go to sleep for 10 seconds
[INFO] main::loop() | Device wakeup, now_timestamp = 1186130
[INFO] main::loop() | Device wakeup, Current RTC Epoch = 978322737
[INFO] main::loop() | Sending status packet timeout is not due. now_timestamp = 1186130; send_status_timestamp = 2103159
[INFO] main::loop() | Reloading Watchdog
[INFO] main::loop() | Go to sleep for 10 seconds
[INFO] main::loop() | Device wakeup, now_timestamp = 1186888
[INFO] main::loop() | Device wakeup, Current RTC Epoch = 978322747
[INFO] main::loop() | Sending status packet timeout is not due. now_timestamp = 1186888; send_status_timestamp = 2103159
[INFO] main::loop() | Reloading Watchdog
[INFO] main::loop() | Go to sleep for 10 seconds
[INFO] main::loop() | Device wakeup, now_timestamp = 1187653
[INFO] main::loop() | Device wakeup, Current RTC Epoch = 978322757
[INFO] main::loop() | Sending status packet timeout is not due. now_timestamp = 1187653; send_status_timestamp = 2103159
[INFO] main::loop() | Reloading Watchdog
[INFO] main::loop() | Go to sleep for 10 seconds
[INFO] main::loop() | Device wakeup, now_timestamp = 1188394
[INFO] main::loop() | Device wakeup, Current RTC Epoch = 978322767
[INFO] main::loop() | Sending status packet timeout is not due. now_timestamp = 1188394; send_status_timestamp = 2103159
[INFO] main::loop() | Reloading Watchdog
[INFO] main::loop() | Go to sleep for 10 seconds
[INFO] main::loop() | Device wakeup, now_timestamp = 1189141
[INFO] main::loop() | Device wakeup, Current RTC Epoch = 978322777
[INFO] main::loop() | Sending status packet timeout is not due. now_timestamp = 1189141; send_status_timestamp = 2103159
[INFO] main::loop() | Reloading Watchdog
[INFO] main::loop() | Go to sleep for 10 seconds
[INFO] main::loop() | Device wakeup, now_timestamp = 1189888
[INFO] main::loop() | Device wakeup, Current RTC Epoch = 978322787
[INFO] main::loop() | Sending status packet timeout is not due. now_timestamp = 1189888; send_status_timestamp = 2103159
[INFO] main::loop() | Reloading Watchdog
[INFO] main::loop() | Go to sleep for 10 seconds
[INFO] main::loop() | Device wakeup, now_timestamp = 1190629
[INFO] main::loop() | Device wakeup, Current RTC Epoch = 978322797
[INFO] main::loop() | Sending status packet timeout is not due. now_timestamp = 1190629; send_status_timestamp = 2103159
[INFO] main::loop() | Reloading Watchdog
[INFO] main::loop() | Go to sleep for 10 seconds
[INFO] main::loop() | Device wakeup, now_timestamp = 1191376
[INFO] main::loop() | Device wakeup, Current RTC Epoch = 978322807
[INFO] main::loop() | Sending status packet timeout is not due. now_timestamp = 1191376; send_status_timestamp = 2103159
[INFO] main::loop() | Reloading Watchdog
[INFO] main::loop() | Go to sleep for 10 seconds
[INFO] main::loop() | Device wakeup, now_timestamp = 1192123
[INFO] main::loop() | Device wakeup, Current RTC Epoch = 978322817
[INFO] main::loop() | Sending status packet timeout is not due. now_timestamp = 1192123; send_status_timestamp = 2103159
[INFO] main::loop() | Reloading Watchdog
[INFO] main::loop() | Go to sleep for 10 seconds
[INFO] main::loop() | Device wakeup, now_timestamp = 1192864
[INFO] main::loop() | Device wakeup, Current RTC Epoch = 978322827
[INFO] main::loop() | Sending status packet timeout is not due. now_timestamp = 1192864; send_status_timestamp = 2103159
[INFO] main::loop() | Reloading Watchdog
[INFO] main::loop() | Go to sleep for 10 seconds
[INFO] main::loop() | Device wakeup, now_timestamp = 1193611
[INFO] main::loop() | Device wakeup, Current RTC Epoch = 978322837
[INFO] main::loop() | Sending status packet timeout is not due. now_timestamp = 1193611; send_status_timestamp = 2103159
[INFO] main::loop() | Reloading Watchdog
[INFO] main::loop() | Go to sleep for 10 seconds
[INFO] main::loop() | Device wakeup, now_timestamp = 1194358
[INFO] main::loop() | Device wakeup, Current RTC Epoch = 978322847
[INFO] main::loop() | Sending status packet timeout is not due. now_timestamp = 1194358; send_status_timestamp = 2103159
[INFO] main::loop() | Reloading Watchdog
[INFO] main::loop() | Go to sleep for 10 seconds
[INFO] main::loop() | Device wakeup, now_timestamp = 1195099
[INFO] main::loop() | Device wakeup, Current RTC Epoch = 978322857
[INFO] main::loop() | Sending status packet timeout is not due. now_timestamp = 1195099; send_status_timestamp = 2103159
[INFO] main::loop() | Reloading Watchdog
[INFO] main::loop() | Go to sleep for 10 seconds
[INFO] main::loop() | Device wakeup, now_timestamp = 1195847
[INFO] main::loop() | Device wakeup, Current RTC Epoch = 978322867
[INFO] main::loop() | Sending status packet timeout is not due. now_timestamp = 1195847; send_status_timestamp = 2103159
[INFO] main::loop() | Reloading Watchdog
[INFO] main::loop() | Go to sleep for 10 seconds
[INFO] main::loop() | Device wakeup, now_timestamp = 1196595
[INFO] main::loop() | Device wakeup, Current RTC Epoch = 978322877
[INFO] main::loop() | Sending status packet timeout is not due. now_timestamp = 1196595; send_status_timestamp = 2103159
[INFO] main::loop() | Reloading Watchdog
[INFO] main::loop() | Go to sleep for 10 seconds
[INFO] main::loop() | Device wakeup, now_timestamp = 1197413
[INFO] main::loop() | Device wakeup, Current RTC Epoch = 978322887
[INFO] main::loop() | Sending status packet timeout is not due. now_timestamp = 1197413; send_status_timestamp = 2103159
[INFO] main::loop() | Reloading Watchdog
[INFO] main::loop() | Go to sleep for 10 seconds
[INFO] main::loop() | Device wakeup, now_timestamp = 1198425
[INFO] main::loop() | Device wakeup, Current RTC Epoch = 978322898
[INFO] main::loop() | Sending status packet timeout is not due. now_timestamp = 1198425; send_status_timestamp = 2103159
[INFO] main::loop() | Reloading Watchdog
[INFO] main::loop() | Go to sleep for 10 seconds
[INFO] main::loop() | Device wakeup, now_timestamp = 1199201
[INFO] main::loop() | Device wakeup, Current RTC Epoch = 978322908
[INFO] main::loop() | Sending status packet timeout is not due. now_timestamp = 1199201; send_status_timestamp = 2103159
[INFO] main::loop() | Reloading Watchdog
[INFO] main::loop() | Go to sleep for 10 seconds
[INFO] main::loop() | Device wakeup, now_timestamp = 1200008
[INFO] main::loop() | Device wakeup, Current RTC Epoch = 978322918
[INFO] main::loop() | Sending status packet timeout is not due. now_timestamp = 1200008; send_status_timestamp = 2103159
[INFO] main::loop() | Reloading Watchdog
[INFO] main::loop() | Go to sleep for 10 seconds
[INFO] main::loop() | Device wakeup, now_timestamp = 1200812
[INFO] main::loop() | Device wakeup, Current RTC Epoch = 978322928
[INFO] main::loop() | Sending status packet timeout is not due. now_timestamp = 1200812; send_status_timestamp = 2103159
[INFO] main::loop() | Reloading Watchdog
[INFO] main::loop() | Go to sleep for 10 seconds
[INFO] main::loop() | Device wakeup, now_timestamp = 1201564
[INFO] main::loop() | Device wakeup, Current RTC Epoch = 978322938
[INFO] main::loop() | Sending status packet timeout is not due. now_timestamp = 1201564; send_status_timestamp = 2103159
[INFO] main::loop() | Reloading Watchdog
[INFO] main::loop() | Go to sleep for 10 seconds
[INFO] main::loop() | Device wakeup, now_timestamp = 1202310
[INFO] main::loop() | Device wakeup, Current RTC Epoch = 978322948
[INFO] main::loop() | Sending status packet timeout is not due. now_timestamp = 1202310; send_status_timestamp = 2103159
[INFO] main::loop() | Reloading Watchdog
[INFO] main::loop() | Go to sleep for 10 seconds
[INFO] main::loop() | Device wakeup, now_timestamp = 1203102
[INFO] main::loop() | Device wakeup, Current RTC Epoch = 978322958
[INFO] main::loop() | Sending status packet timeout is not due. now_timestamp = 1203102; send_status_timestamp = 2103159
[INFO] main::loop() | Reloading Watchdog
[INFO] main::loop() | Go to sleep for 10 seconds
[INFO] main::loop() | Device wakeup, now_timestamp = 1203854
[INFO] main::loop() | Device wakeup, Current RTC Epoch = 978322968
[INFO] main::loop() | Sending status packet timeout is not due. now_timestamp = 1203854; send_status_timestamp = 2103159
[INFO] main::loop() | Reloading Watchdog
[INFO] main::loop() | Go to sleep for 10 seconds
[INFO] main::loop() | Device wakeup, now_timestamp = 1204605
[INFO] main::loop() | Device wakeup, Current RTC Epoch = 978322978
[INFO] main::loop() | Sending status packet timeout is not due. now_timestamp = 1204605; send_status_timestamp = 2103159
[INFO] main::loop() | Reloading Watchdog
[INFO] main::loop() | Go to sleep for 10 seconds
[INFO] main::loop() | Device wakeup, now_timestamp = 1205357
[INFO] main::loop() | Device wakeup, Current RTC Epoch = 978322988
[INFO] main::loop() | Sending status packet timeout is not due. now_timestamp = 1205357; send_status_timestamp = 2103159
[INFO] main::loop() | Reloading Watchdog
[INFO] main::loop() | Go to sleep for 10 seconds
[INFO] main::loop() | Device wakeup, now_timestamp = 1206131
[INFO] main::loop() | Device wakeup, Current RTC Epoch = 978322998
[INFO] main::loop() | Sending status packet timeout is not due. now_timestamp = 1206131; send_status_timestamp = 2103159
[INFO] main::loop() | Reloading Watchdog
[INFO] main::loop() | Go to sleep for 10 seconds
[INFO] main::loop() | Device wakeup, now_timestamp = 1206877
[INFO] main::loop() | Device wakeup, Current RTC Epoch = 978323008
[INFO] main::loop() | Sending status packet timeout is not due. now_timestamp = 1206877; send_status_timestamp = 2103159
[INFO] main::loop() | Reloading Watchdog
[INFO] main::loop() | Go to sleep for 10 seconds
[INFO] main::loop() | Device wakeup, now_timestamp = 1207635
[INFO] main::loop() | Device wakeup, Current RTC Epoch = 978323018
[INFO] main::loop() | Sending status packet timeout is not due. now_timestamp = 1207635; send_status_timestamp = 2103159
[INFO] main::loop() | Reloading Watchdog
[INFO] main::loop() | Go to sleep for 10 seconds
[INFO] main::loop() | Device wakeup, now_timestamp = 1208387
[INFO] main::loop() | Device wakeup, Current RTC Epoch = 978323028
[INFO] main::loop() | Sending status packet timeout is not due. now_timestamp = 1208387; send_status_timestamp = 2103159
[INFO] main::loop() | Reloading Watchdog
[INFO] main::loop() | Go to sleep for 10 seconds
[INFO] main::loop() | Device wakeup, now_timestamp = 1209138
[INFO] main::loop() | Device wakeup, Current RTC Epoch = 978323038
[INFO] main::loop() | Sending status packet timeout is not due. now_timestamp = 1209138; send_status_timestamp = 2103159
[INFO] main::loop() | Reloading Watchdog
[INFO] main::loop() | Go to sleep for 10 seconds
[INFO] main::loop() | Device wakeup, now_timestamp = 1209890
[INFO] main::loop() | Device wakeup, Current RTC Epoch = 978323048
[INFO] main::loop() | Sending status packet timeout is not due. now_timestamp = 1209890; send_status_timestamp = 2103159
[INFO] main::loop() | Reloading Watchdog
[INFO] main::loop() | Go to sleep for 10 seconds
[INFO] main::loop() | Device wakeup, now_timestamp = 1210687
[INFO] main::loop() | Device wakeup, Current RTC Epoch = 978323058
[INFO] main::loop() | Sending status packet timeout is not due. now_timestamp = 1210687; send_status_timestamp = 2103159
[INFO] main::loop() | Reloading Watchdog
[INFO] main::loop() | Go to sleep for 10 seconds
[INFO] main::loop() | Device wakeup, now_timestamp = 1211433
[INFO] main::loop() | Device wakeup, Current RTC Epoch = 978323068
[INFO] main::loop() | Sending status packet timeout is not due. now_timestamp = 1211433; send_status_timestamp = 2103159
[INFO] main::loop() | Reloading Watchdog
[INFO] main::loop() | Go to sleep for 10 seconds
[INFO] main::loop() | Device wakeup, now_timestamp = 1212190
[INFO] main::loop() | Device wakeup, Current RTC Epoch = 978323078
[INFO] main::loop() | Sending status packet timeout is not due. now_timestamp = 1212190; send_status_timestamp = 2103159
[INFO] main::loop() | Reloading Watchdog
[INFO] main::loop() | Go to sleep for 10 seconds
[INFO] main::loop() | Device wakeup, now_timestamp = 1212942
[INFO] main::loop() | Device wakeup, Current RTC Epoch = 978323088
[INFO] main::loop() | Sending status packet timeout is not due. now_timestamp = 1212942; send_status_timestamp = 2103159
[INFO] main::loop() | Reloading Watchdog
[INFO] main::loop() | Go to sleep for 10 seconds
[INFO] main::loop() | Device wakeup, now_timestamp = 1213693
[INFO] main::loop() | Device wakeup, Current RTC Epoch = 978323098
[INFO] main::loop() | Sending status packet timeout is not due. now_timestamp = 1213693; send_status_timestamp = 2103159
[INFO] main::loop() | Reloading Watchdog
[INFO] main::loop() | Go to sleep for 10 seconds
[INFO] main::loop() | Device wakeup, now_timestamp = 1214446
[INFO] main::loop() | Device wakeup, Current RTC Epoch = 978323108
[INFO] main::loop() | Sending status packet timeout is not due. now_timestamp = 1214446; send_status_timestamp = 2103159
[INFO] main::loop() | Reloading Watchdog
[INFO] main::loop() | Go to sleep for 10 seconds
[INFO] main::loop() | Device wakeup, now_timestamp = 1215204
[INFO] main::loop() | Device wakeup, Current RTC Epoch = 978323118
[INFO] main::loop() | Sending status packet timeout is not due. now_timestamp = 1215204; send_status_timestamp = 2103159
[INFO] main::loop() | Reloading Watchdog
[INFO] main::loop() | Go to sleep for 10 seconds
[INFO] main::loop() | Device wakeup, now_timestamp = 1215950
[INFO] main::loop() | Device wakeup, Current RTC Epoch = 978323128
[INFO] main::loop() | Sending status packet timeout is not due. now_timestamp = 1215950; send_status_timestamp = 2103159
[INFO] main::loop() | Reloading Watchdog
[INFO] main::loop() | Go to sleep for 10 seconds
[INFO] main::loop() | Device wakeup, now_timestamp = 1216747
[INFO] main::loop() | Device wakeup, Current RTC Epoch = 978323138
[INFO] main::loop() | Sending status packet timeout is not due. now_timestamp = 1216747; send_status_timestamp = 2103159
[INFO] main::loop() | Reloading Watchdog
[INFO] main::loop() | Go to sleep for 10 seconds
[INFO] main::loop() | Device wakeup, now_timestamp = 1217495
[INFO] main::loop() | Device wakeup, Current RTC Epoch = 978323148
[INFO] main::loop() | Sending status packet timeout is not due. now_timestamp = 1217495; send_status_timestamp = 2103159
[INFO] main::loop() | Reloading Watchdog
[INFO] main::loop() | Go to sleep for 10 seconds
[INFO] main::loop() | Device wakeup, now_timestamp = 1218236
[INFO] main::loop() | Device wakeup, Current RTC Epoch = 978323158
[INFO] main::loop() | Sending status packet timeout is not due. now_timestamp = 1218236; send_status_timestamp = 2103159
[INFO] main::loop() | Reloading Watchdog
[INFO] main::loop() | Go to sleep for 10 seconds
[INFO] main::loop() | Device wakeup, now_timestamp = 1218996
[INFO] main::loop() | Device wakeup, Current RTC Epoch = 978323168
[INFO] main::loop() | Sending status packet timeout is not due. now_timestamp = 1218996; send_status_timestamp = 2103159
[INFO] main::loop() | Reloading Watchdog
[INFO] main::loop() | Go to sleep for 10 seconds
[INFO] main::loop() | Device wakeup, now_timestamp = 1219743
[INFO] main::loop() | Device wakeup, Current RTC Epoch = 978323178
[INFO] main::loop() | Sending status packet timeout is not due. now_timestamp = 1219743; send_status_timestamp = 2103159
[INFO] main::loop() | Reloading Watchdog
[INFO] main::loop() | Go to sleep for 10 seconds
[INFO] main::loop() | Device wakeup, now_timestamp = 1220484
[INFO] main::loop() | Device wakeup, Current RTC Epoch = 978323188
[INFO] main::loop() | Sending status packet timeout is not due. now_timestamp = 1220484; send_status_timestamp = 2103159
[INFO] main::loop() | Reloading Watchdog
[INFO] main::loop() | Go to sleep for 10 seconds
[INFO] main::loop() | Device wakeup, now_timestamp = 1221231
[INFO] main::loop() | Device wakeup, Current RTC Epoch = 978323198
[INFO] main::loop() | Sending status packet timeout is not due. now_timestamp = 1221231; send_status_timestamp = 2103159
[INFO] main::loop() | Reloading Watchdog
[INFO] main::loop() | Go to sleep for 10 seconds
[INFO] main::loop() | Device wakeup, now_timestamp = 1221978
[INFO] main::loop() | Device wakeup, Current RTC Epoch = 978323208
[INFO] main::loop() | Sending status packet timeout is not due. now_timestamp = 1221978; send_status_timestamp = 2103159
[INFO] main::loop() | Reloading Watchdog
[INFO] main::loop() | Go to sleep for 10 seconds
[INFO] main::loop() | Device wakeup, now_timestamp = 1222719
[INFO] main::loop() | Device wakeup, Current RTC Epoch = 978323218
[INFO] main::loop() | Sending status packet timeout is not due. now_timestamp = 1222719; send_status_timestamp = 2103159
[INFO] main::loop() | Reloading Watchdog
[INFO] main::loop() | Go to sleep for 10 seconds
[INFO] main::loop() | Device wakeup, now_timestamp = 1223466
[INFO] main::loop() | Device wakeup, Current RTC Epoch = 978323228
[INFO] main::loop() | Sending status packet timeout is not due. now_timestamp = 1223466; send_status_timestamp = 2103159
[INFO] main::loop() | Reloading Watchdog
[INFO] main::loop() | Go to sleep for 10 seconds
[INFO] main::loop() | Device wakeup, now_timestamp = 1224230
[INFO] main::loop() | Device wakeup, Current RTC Epoch = 978323238
[INFO] main::loop() | Sending status packet timeout is not due. now_timestamp = 1224230; send_status_timestamp = 2103159
[INFO] main::loop() | Reloading Watchdog
[INFO] main::loop() | Go to sleep for 10 seconds
[INFO] main::loop() | Device wakeup, now_timestamp = 1224971
[INFO] main::loop() | Device wakeup, Current RTC Epoch = 978323248
[INFO] main::loop() | Sending status packet timeout is not due. now_timestamp = 1224971; send_status_timestamp = 2103159
[INFO] main::loop() | Reloading Watchdog
[INFO] main::loop() | Go to sleep for 10 seconds
[INFO] main::loop() | Device wakeup, now_timestamp = 1225719
[INFO] main::loop() | Device wakeup, Current RTC Epoch = 978323258
[INFO] main::loop() | Sending status packet timeout is not due. now_timestamp = 1225719; send_status_timestamp = 2103159
[INFO] main::loop() | Reloading Watchdog
[INFO] main::loop() | Go to sleep for 10 seconds
[INFO] main::loop() | Device wakeup, now_timestamp = 1226466
[INFO] main::loop() | Device wakeup, Current RTC Epoch = 978323268
[INFO] main::loop() | Sending status packet timeout is not due. now_timestamp = 1226466; send_status_timestamp = 2103159
[INFO] main::loop() | Reloading Watchdog
[INFO] main::loop() | Go to sleep for 10 seconds
[INFO] main::loop() | Device wakeup, now_timestamp = 1227207
[INFO] main::loop() | Device wakeup, Current RTC Epoch = 978323278
[INFO] main::loop() | Sending status packet timeout is not due. now_timestamp = 1227207; send_status_timestamp = 2103159
[INFO] main::loop() | Reloading Watchdog
[INFO] main::loop() | Go to sleep for 10 seconds
[INFO] main::loop() | Device wakeup, now_timestamp = 1227954
[INFO] main::loop() | Device wakeup, Current RTC Epoch = 978323288
[INFO] main::loop() | Sending status packet timeout is not due. now_timestamp = 1227954; send_status_timestamp = 2103159
[INFO] main::loop() | Reloading Watchdog
[INFO] main::loop() | Go to sleep for 10 seconds
[INFO] main::loop() | Device wakeup, now_timestamp = 1228702
[INFO] main::loop() | Device wakeup, Current RTC Epoch = 978323298
[INFO] main::loop() | Sending status packet timeout is not due. now_timestamp = 1228702; send_status_timestamp = 2103159
[INFO] main::loop() | Reloading Watchdog
[INFO] main::loop() | Go to sleep for 10 seconds
[INFO] main::loop() | Device wakeup, now_timestamp = 1229460
[INFO] main::loop() | Device wakeup, Current RTC Epoch = 978323308
[INFO] main::loop() | Sending status packet timeout is not due. now_timestamp = 1229460; send_status_timestamp = 2103159
[INFO] main::loop() | Reloading Watchdog
[INFO] main::loop() | Go to sleep for 10 seconds
[INFO] main::loop() | Device wakeup, now_timestamp = 1230201
[INFO] main::loop() | Device wakeup, Current RTC Epoch = 978323318
[INFO] main::loop() | Sending status packet timeout is not due. now_timestamp = 1230201; send_status_timestamp = 2103159
[INFO] main::loop() | Reloading Watchdog
[INFO] main::loop() | Go to sleep for 10 seconds
[INFO] main::loop() | Device wakeup, now_timestamp = 1230948
[INFO] main::loop() | Device wakeup, Current RTC Epoch = 978323328
[INFO] main::loop() | Sending status packet timeout is not due. now_timestamp = 1230948; send_status_timestamp = 2103159
[INFO] main::loop() | Reloading Watchdog
[INFO] main::loop() | Go to sleep for 10 seconds
[INFO] main::loop() | Device wakeup, now_timestamp = 1231695
[INFO] main::loop() | Device wakeup, Current RTC Epoch = 978323338
[INFO] main::loop() | Sending status packet timeout is not due. now_timestamp = 1231695; send_status_timestamp = 2103159
[INFO] main::loop() | Reloading Watchdog
[INFO] main::loop() | Go to sleep for 10 seconds
