
==================================
>> SD Card is successfully init at 609
==================================

[INFO] main::setup() | System restarted at 669
[INFO] main::loop() | Reloading Watchdog
[INFO] main::loop() | Go to sleep for 10 seconds





[INFO] main::loop() | Device wakeup, now_timestamp_s = 1740523442
[INFO] main::loop() | Sending status packet timeout is not due. now_timestamp_s = 1740523442; send_status_timestamp_s = 1740523639
[INFO] main::loop() | Relay reset timeout is not due. now_timestamp_s = 1740523442; relay_reset_timestamp_s = 1740525319
[INFO] main::loop() | Reloading Watchdog
[INFO] main::loop() | Go to sleep for 10 seconds





[INFO] main::loop() | Device wakeup, now_timestamp_s = 1740523452
[INFO] main::loop() | Sending status packet timeout is not due. now_timestamp_s = 1740523452; send_status_timestamp_s = 1740523639
[INFO] main::loop() | Relay reset timeout is not due. now_timestamp_s = 1740523452; relay_reset_timestamp_s = 1740525319
[INFO] main::loop() | Reloading Watchdog
[INFO] main::loop() | Go to sleep for 10 seconds





[INFO] main::loop() | Device wakeup, now_timestamp_s = 1740523462
[INFO] main::loop() | Sending status packet timeout is not due. now_timestamp_s = 1740523462; send_status_timestamp_s = 1740523639
[INFO] main::loop() | Relay reset timeout is not due. now_timestamp_s = 1740523462; relay_reset_timestamp_s = 1740525319
[INFO] main::loop() | Reloading Watchdog
[INFO] main::loop() | Go to sleep for 10 seconds





[INFO] main::loop() | Device wakeup, now_timestamp_s = 1740523472
[INFO] main::loop() | Sending status packet timeout is not due. now_timestamp_s = 1740523472; send_status_timestamp_s = 1740523639
[INFO] main::loop() | Relay reset timeout is not due. now_timestamp_s = 1740523472; relay_reset_timestamp_s = 1740525319
[INFO] main::loop() | Reloading Watchdog
[INFO] main::loop() | Go to sleep for 10 seconds





[INFO] main::loop() | Device wakeup, now_timestamp_s = 1740523482
[INFO] main::loop() | Sending status packet timeout is not due. now_timestamp_s = 1740523482; send_status_timestamp_s = 1740523639
[INFO] main::loop() | Relay reset timeout is not due. now_timestamp_s = 1740523482; relay_reset_timestamp_s = 1740525319
[INFO] main::loop() | Reloading Watchdog
[INFO] main::loop() | Go to sleep for 10 seconds





[INFO] main::loop() | Device wakeup, now_timestamp_s = 1740523492
[INFO] main::loop() | Sending status packet timeout is not due. now_timestamp_s = 1740523492; send_status_timestamp_s = 1740523639
[INFO] main::loop() | Relay reset timeout is not due. now_timestamp_s = 1740523492; relay_reset_timestamp_s = 1740525319
[INFO] main::loop() | Reloading Watchdog
[INFO] main::loop() | Go to sleep for 10 seconds





[INFO] main::loop() | Device wakeup, now_timestamp_s = 1740523502
[INFO] main::loop() | Sending status packet timeout is not due. now_timestamp_s = 1740523502; send_status_timestamp_s = 1740523639
[INFO] main::loop() | Relay reset timeout is not due. now_timestamp_s = 1740523502; relay_reset_timestamp_s = 1740525319
[INFO] main::loop() | Reloading Watchdog
[INFO] main::loop() | Go to sleep for 10 seconds





[INFO] main::loop() | Device wakeup, now_timestamp_s = 1740523512
[INFO] main::loop() | Sending status packet timeout is not due. now_timestamp_s = 1740523512; send_status_timestamp_s = 1740523639
[INFO] main::loop() | Relay reset timeout is not due. now_timestamp_s = 1740523512; relay_reset_timestamp_s = 1740525319
[INFO] main::loop() | Reloading Watchdog
[INFO] main::loop() | Go to sleep for 10 seconds





[INFO] main::loop() | Device wakeup, now_timestamp_s = 1740523522
[INFO] main::loop() | Sending status packet timeout is not due. now_timestamp_s = 1740523522; send_status_timestamp_s = 1740523639
[INFO] main::loop() | Relay reset timeout is not due. now_timestamp_s = 1740523522; relay_reset_timestamp_s = 1740525319
[INFO] main::loop() | Reloading Watchdog
[INFO] main::loop() | Go to sleep for 10 seconds





[INFO] main::loop() | Device wakeup, now_timestamp_s = 1740523532
[INFO] main::loop() | Sending status packet timeout is not due. now_timestamp_s = 1740523532; send_status_timestamp_s = 1740523639
[INFO] main::loop() | Relay reset timeout is not due. now_timestamp_s = 1740523532; relay_reset_timestamp_s = 1740525319
[INFO] main::loop() | Reloading Watchdog
[INFO] main::loop() | Go to sleep for 10 seconds





[INFO] main::loop() | Device wakeup, now_timestamp_s = 1740523542
[INFO] main::loop() | Sending status packet timeout is not due. now_timestamp_s = 1740523542; send_status_timestamp_s = 1740523639
[INFO] main::loop() | Relay reset timeout is not due. now_timestamp_s = 1740523542; relay_reset_timestamp_s = 1740525319
[INFO] main::loop() | Reloading Watchdog
[INFO] main::loop() | Go to sleep for 10 seconds





[INFO] main::loop() | Device wakeup, now_timestamp_s = 1740523552
[INFO] main::loop() | Sending status packet timeout is not due. now_timestamp_s = 1740523552; send_status_timestamp_s = 1740523639
[INFO] main::loop() | Relay reset timeout is not due. now_timestamp_s = 1740523552; relay_reset_timestamp_s = 1740525319
[INFO] main::loop() | Reloading Watchdog
[INFO] main::loop() | Go to sleep for 10 seconds





[INFO] main::loop() | Device wakeup, now_timestamp_s = 1740523562
[INFO] main::loop() | Sending status packet timeout is not due. now_timestamp_s = 1740523562; send_status_timestamp_s = 1740523639
[INFO] main::loop() | Relay reset timeout is not due. now_timestamp_s = 1740523562; relay_reset_timestamp_s = 1740525319
[INFO] main::loop() | Reloading Watchdog
[INFO] main::loop() | Go to sleep for 10 seconds





[INFO] main::loop() | Device wakeup, now_timestamp_s = 1740523572
[INFO] main::loop() | Sending status packet timeout is not due. now_timestamp_s = 1740523572; send_status_timestamp_s = 1740523639
[INFO] main::loop() | Relay reset timeout is not due. now_timestamp_s = 1740523572; relay_reset_timestamp_s = 1740525319
[INFO] main::loop() | Reloading Watchdog
[INFO] main::loop() | Go to sleep for 10 seconds





[INFO] main::loop() | Device wakeup, now_timestamp_s = 1740523582
[INFO] main::loop() | Sending status packet timeout is not due. now_timestamp_s = 1740523582; send_status_timestamp_s = 1740523639
[INFO] main::loop() | Relay reset timeout is not due. now_timestamp_s = 1740523582; relay_reset_timestamp_s = 1740525319
[INFO] main::loop() | Reloading Watchdog
[INFO] main::loop() | Go to sleep for 10 seconds





[INFO] main::loop() | Device wakeup, now_timestamp_s = 1740523592
[INFO] main::loop() | Sending status packet timeout is not due. now_timestamp_s = 1740523592; send_status_timestamp_s = 1740523639
[INFO] main::loop() | Relay reset timeout is not due. now_timestamp_s = 1740523592; relay_reset_timestamp_s = 1740525319
[INFO] main::loop() | Reloading Watchdog
[INFO] main::loop() | Go to sleep for 10 seconds





[INFO] main::loop() | Device wakeup, now_timestamp_s = 1740523602
[INFO] main::loop() | Sending status packet timeout is not due. now_timestamp_s = 1740523602; send_status_timestamp_s = 1740523639
[INFO] main::loop() | Relay reset timeout is not due. now_timestamp_s = 1740523602; relay_reset_timestamp_s = 1740525319
[INFO] main::loop() | Reloading Watchdog
[INFO] main::loop() | Go to sleep for 10 seconds





[INFO] main::loop() | Device wakeup, now_timestamp_s = 1740523612
[INFO] main::loop() | Sending status packet timeout is not due. now_timestamp_s = 1740523612; send_status_timestamp_s = 1740523639
[INFO] main::loop() | Relay reset timeout is not due. now_timestamp_s = 1740523612; relay_reset_timestamp_s = 1740525319
[INFO] main::loop() | Reloading Watchdog
[INFO] main::loop() | Go to sleep for 10 seconds





[INFO] main::loop() | Device wakeup, now_timestamp_s = 1740523622
[INFO] main::loop() | Sending status packet timeout is not due. now_timestamp_s = 1740523622; send_status_timestamp_s = 1740523639
[INFO] main::loop() | Relay reset timeout is not due. now_timestamp_s = 1740523622; relay_reset_timestamp_s = 1740525319
[INFO] main::loop() | Reloading Watchdog
[INFO] main::loop() | Go to sleep for 10 seconds





[INFO] main::loop() | Device wakeup, now_timestamp_s = 1740523632
[INFO] main::loop() | Sending status packet timeout is not due. now_timestamp_s = 1740523632; send_status_timestamp_s = 1740523639
[INFO] main::loop() | Relay reset timeout is not due. now_timestamp_s = 1740523632; relay_reset_timestamp_s = 1740525319
[INFO] main::loop() | Reloading Watchdog
[INFO] main::loop() | Go to sleep for 10 seconds





[INFO] main::loop() | Device wakeup, now_timestamp_s = 1740523642
[INFO] main::loop() | Sending status packet, next status packet is scheduled at 1740525442
[INFO] main::loop() | Relay reset timeout is not due. now_timestamp_s = 1740523642; relay_reset_timestamp_s = 1740525319
[INFO] main::loop() | Reloading Watchdog
[INFO] main::loop() | Go to sleep for 10 seconds





[INFO] main::loop() | Device wakeup, now_timestamp_s = 1740523644
[INFO] main::loop() | Sending status packet timeout is not due. now_timestamp_s = 1740523644; send_status_timestamp_s = 1740525442
[INFO] main::loop() | Relay reset timeout is not due. now_timestamp_s = 1740523644; relay_reset_timestamp_s = 1740525319
[INFO] main::loop() | Reloading Watchdog
[INFO] main::loop() | Go to sleep for 10 seconds





[INFO] main::loop() | Device wakeup, now_timestamp_s = 1740523654
[INFO] main::loop() | Sending status packet timeout is not due. now_timestamp_s = 1740523654; send_status_timestamp_s = 1740525442
[INFO] main::loop() | Relay reset timeout is not due. now_timestamp_s = 1740523654; relay_reset_timestamp_s = 1740525319
[INFO] main::loop() | Reloading Watchdog
[INFO] main::loop() | Go to sleep for 10 seconds





[INFO] main::loop() | Device wakeup, now_timestamp_s = 1740523664
[INFO] main::loop() | Sending status packet timeout is not due. now_timestamp_s = 1740523664; send_status_timestamp_s = 1740525442
[INFO] main::loop() | Relay reset timeout is not due. now_timestamp_s = 1740523664; relay_reset_timestamp_s = 1740525319
[INFO] main::loop() | Reloading Watchdog
[INFO] main::loop() | Go to sleep for 10 seconds





[INFO] main::loop() | Device wakeup, now_timestamp_s = 1740523674
[INFO] main::loop() | Sending status packet timeout is not due. now_timestamp_s = 1740523674; send_status_timestamp_s = 1740525442
[INFO] main::loop() | Relay reset timeout is not due. now_timestamp_s = 1740523674; relay_reset_timestamp_s = 1740525319
[INFO] main::loop() | Reloading Watchdog
[INFO] main::loop() | Go to sleep for 10 seconds





[INFO] main::loop() | Device wakeup, now_timestamp_s = 1740523684
[INFO] main::loop() | Sending status packet timeout is not due. now_timestamp_s = 1740523684; send_status_timestamp_s = 1740525442
[INFO] main::loop() | Relay reset timeout is not due. now_timestamp_s = 1740523684; relay_reset_timestamp_s = 1740525319
[INFO] main::loop() | Reloading Watchdog
[INFO] main::loop() | Go to sleep for 10 seconds





[INFO] main::loop() | Device wakeup, now_timestamp_s = 1740523694
[INFO] main::loop() | Sending status packet timeout is not due. now_timestamp_s = 1740523694; send_status_timestamp_s = 1740525442
[INFO] main::loop() | Relay reset timeout is not due. now_timestamp_s = 1740523694; relay_reset_timestamp_s = 1740525319
[INFO] main::loop() | Reloading Watchdog
[INFO] main::loop() | Go to sleep for 10 seconds





[INFO] main::loop() | Device wakeup, now_timestamp_s = 1740523704
[INFO] main::loop() | Sending status packet timeout is not due. now_timestamp_s = 1740523704; send_status_timestamp_s = 1740525442
[INFO] main::loop() | Relay reset timeout is not due. now_timestamp_s = 1740523704; relay_reset_timestamp_s = 1740525319
[INFO] main::loop() | Reloading Watchdog
[INFO] main::loop() | Go to sleep for 10 seconds





[INFO] main::loop() | Device wakeup, now_timestamp_s = 1740523714
[INFO] main::loop() | Sending status packet timeout is not due. now_timestamp_s = 1740523714; send_status_timestamp_s = 1740525442
[INFO] main::loop() | Relay reset timeout is not due. now_timestamp_s = 1740523714; relay_reset_timestamp_s = 1740525319
[INFO] main::loop() | Reloading Watchdog
[INFO] main::loop() | Go to sleep for 10 seconds





[INFO] main::loop() | Device wakeup, now_timestamp_s = 1740523724
[INFO] main::loop() | Sending status packet timeout is not due. now_timestamp_s = 1740523724; send_status_timestamp_s = 1740525442
[INFO] main::loop() | Relay reset timeout is not due. now_timestamp_s = 1740523724; relay_reset_timestamp_s = 1740525319
[INFO] main::loop() | Reloading Watchdog
[INFO] main::loop() | Go to sleep for 10 seconds





[INFO] main::loop() | Device wakeup, now_timestamp_s = 1740523734
[INFO] main::loop() | Sending status packet timeout is not due. now_timestamp_s = 1740523734; send_status_timestamp_s = 1740525442
[INFO] main::loop() | Relay reset timeout is not due. now_timestamp_s = 1740523734; relay_reset_timestamp_s = 1740525319
[INFO] main::loop() | Reloading Watchdog
[INFO] main::loop() | Go to sleep for 10 seconds





[INFO] main::loop() | Device wakeup, now_timestamp_s = 1740523744
[INFO] main::loop() | Sending status packet timeout is not due. now_timestamp_s = 1740523744; send_status_timestamp_s = 1740525442
[INFO] main::loop() | Relay reset timeout is not due. now_timestamp_s = 1740523744; relay_reset_timestamp_s = 1740525319
[INFO] main::loop() | Reloading Watchdog
[INFO] main::loop() | Go to sleep for 10 seconds





[INFO] main::loop() | Device wakeup, now_timestamp_s = 1740523754
[INFO] main::loop() | Sending status packet timeout is not due. now_timestamp_s = 1740523754; send_status_timestamp_s = 1740525442
[INFO] main::loop() | Relay reset timeout is not due. now_timestamp_s = 1740523754; relay_reset_timestamp_s = 1740525319
[INFO] main::loop() | Reloading Watchdog
[INFO] main::loop() | Go to sleep for 10 seconds





[INFO] main::loop() | Device wakeup, now_timestamp_s = 1740523764
[INFO] main::loop() | Sending status packet timeout is not due. now_timestamp_s = 1740523764; send_status_timestamp_s = 1740525442
[INFO] main::loop() | Relay reset timeout is not due. now_timestamp_s = 1740523764; relay_reset_timestamp_s = 1740525319
[INFO] main::loop() | Reloading Watchdog
[INFO] main::loop() | Go to sleep for 10 seconds





[INFO] main::loop() | Device wakeup, now_timestamp_s = 1740523774
[INFO] main::loop() | Sending status packet timeout is not due. now_timestamp_s = 1740523774; send_status_timestamp_s = 1740525442
[INFO] main::loop() | Relay reset timeout is not due. now_timestamp_s = 1740523774; relay_reset_timestamp_s = 1740525319
[INFO] main::loop() | Reloading Watchdog
[INFO] main::loop() | Go to sleep for 10 seconds





[INFO] main::loop() | Device wakeup, now_timestamp_s = 1740523784
[INFO] main::loop() | Sending status packet timeout is not due. now_timestamp_s = 1740523784; send_status_timestamp_s = 1740525442
[INFO] main::loop() | Relay reset timeout is not due. now_timestamp_s = 1740523784; relay_reset_timestamp_s = 1740525319
[INFO] main::loop() | Reloading Watchdog
[INFO] main::loop() | Go to sleep for 10 seconds





[INFO] main::loop() | Device wakeup, now_timestamp_s = 1740523794
[INFO] main::loop() | Sending status packet timeout is not due. now_timestamp_s = 1740523794; send_status_timestamp_s = 1740525442
[INFO] main::loop() | Relay reset timeout is not due. now_timestamp_s = 1740523794; relay_reset_timestamp_s = 1740525319
[INFO] main::loop() | Reloading Watchdog
[INFO] main::loop() | Go to sleep for 10 seconds





[INFO] main::loop() | Device wakeup, now_timestamp_s = 1740523804
[INFO] main::loop() | Sending status packet timeout is not due. now_timestamp_s = 1740523804; send_status_timestamp_s = 1740525442
[INFO] main::loop() | Relay reset timeout is not due. now_timestamp_s = 1740523804; relay_reset_timestamp_s = 1740525319
[INFO] main::loop() | Reloading Watchdog
[INFO] main::loop() | Go to sleep for 10 seconds





[INFO] main::loop() | Device wakeup, now_timestamp_s = 1740523814
[INFO] main::loop() | Sending status packet timeout is not due. now_timestamp_s = 1740523814; send_status_timestamp_s = 1740525442
[INFO] main::loop() | Relay reset timeout is not due. now_timestamp_s = 1740523814; relay_reset_timestamp_s = 1740525319
[INFO] main::loop() | Reloading Watchdog
[INFO] main::loop() | Go to sleep for 10 seconds





[INFO] main::loop() | Device wakeup, now_timestamp_s = 1740523824
[INFO] main::loop() | Sending status packet timeout is not due. now_timestamp_s = 1740523824; send_status_timestamp_s = 1740525442
[INFO] main::loop() | Relay reset timeout is not due. now_timestamp_s = 1740523824; relay_reset_timestamp_s = 1740525319
[INFO] main::loop() | Reloading Watchdog
[INFO] main::loop() | Go to sleep for 10 seconds





[INFO] main::loop() | Device wakeup, now_timestamp_s = 1740523834
[INFO] main::loop() | Sending status packet timeout is not due. now_timestamp_s = 1740523834; send_status_timestamp_s = 1740525442
[INFO] main::loop() | Relay reset timeout is not due. now_timestamp_s = 1740523834; relay_reset_timestamp_s = 1740525319
[INFO] main::loop() | Reloading Watchdog
[INFO] main::loop() | Go to sleep for 10 seconds





[INFO] main::loop() | Device wakeup, now_timestamp_s = 1740523844
[INFO] main::loop() | Sending status packet timeout is not due. now_timestamp_s = 1740523844; send_status_timestamp_s = 1740525442
[INFO] main::loop() | Relay reset timeout is not due. now_timestamp_s = 1740523844; relay_reset_timestamp_s = 1740525319
[INFO] main::loop() | Reloading Watchdog
[INFO] main::loop() | Go to sleep for 10 seconds





[INFO] main::loop() | Device wakeup, now_timestamp_s = 1740523854
[INFO] main::loop() | Sending status packet timeout is not due. now_timestamp_s = 1740523854; send_status_timestamp_s = 1740525442
[INFO] main::loop() | Relay reset timeout is not due. now_timestamp_s = 1740523854; relay_reset_timestamp_s = 1740525319
[INFO] main::loop() | Reloading Watchdog
[INFO] main::loop() | Go to sleep for 10 seconds





[INFO] main::loop() | Device wakeup, now_timestamp_s = 1740523864
[INFO] main::loop() | Sending status packet timeout is not due. now_timestamp_s = 1740523864; send_status_timestamp_s = 1740525442
[INFO] main::loop() | Relay reset timeout is not due. now_timestamp_s = 1740523864; relay_reset_timestamp_s = 1740525319
[INFO] main::loop() | Reloading Watchdog
[INFO] main::loop() | Go to sleep for 10 seconds





[INFO] main::loop() | Device wakeup, now_timestamp_s = 1740523874
[INFO] main::loop() | Sending status packet timeout is not due. now_timestamp_s = 1740523874; send_status_timestamp_s = 1740525442
[INFO] main::loop() | Relay reset timeout is not due. now_timestamp_s = 1740523874; relay_reset_timestamp_s = 1740525319
[INFO] main::loop() | Reloading Watchdog
[INFO] main::loop() | Go to sleep for 10 seconds





[INFO] main::loop() | Device wakeup, now_timestamp_s = 1740523884
[INFO] main::loop() | Sending status packet timeout is not due. now_timestamp_s = 1740523884; send_status_timestamp_s = 1740525442
[INFO] main::loop() | Relay reset timeout is not due. now_timestamp_s = 1740523884; relay_reset_timestamp_s = 1740525319
[INFO] main::loop() | Reloading Watchdog
[INFO] main::loop() | Go to sleep for 10 seconds





[INFO] main::loop() | Device wakeup, now_timestamp_s = 1740523894
[INFO] main::loop() | Sending status packet timeout is not due. now_timestamp_s = 1740523894; send_status_timestamp_s = 1740525442
[INFO] main::loop() | Relay reset timeout is not due. now_timestamp_s = 1740523894; relay_reset_timestamp_s = 1740525319
[INFO] main::loop() | Reloading Watchdog
[INFO] main::loop() | Go to sleep for 10 seconds





[INFO] main::loop() | Device wakeup, now_timestamp_s = 1740523904
[INFO] main::loop() | Sending status packet timeout is not due. now_timestamp_s = 1740523904; send_status_timestamp_s = 1740525442
[INFO] main::loop() | Relay reset timeout is not due. now_timestamp_s = 1740523904; relay_reset_timestamp_s = 1740525319
[INFO] main::loop() | Reloading Watchdog
[INFO] main::loop() | Go to sleep for 10 seconds





[INFO] main::loop() | Device wakeup, now_timestamp_s = 1740523914
[INFO] main::loop() | Sending status packet timeout is not due. now_timestamp_s = 1740523914; send_status_timestamp_s = 1740525442
[INFO] main::loop() | Relay reset timeout is not due. now_timestamp_s = 1740523914; relay_reset_timestamp_s = 1740525319
[INFO] main::loop() | Reloading Watchdog
[INFO] main::loop() | Go to sleep for 10 seconds





[INFO] main::loop() | Device wakeup, now_timestamp_s = 1740523924
[INFO] main::loop() | Sending status packet timeout is not due. now_timestamp_s = 1740523924; send_status_timestamp_s = 1740525442
[INFO] main::loop() | Relay reset timeout is not due. now_timestamp_s = 1740523924; relay_reset_timestamp_s = 1740525319
[INFO] main::loop() | Reloading Watchdog
[INFO] main::loop() | Go to sleep for 10 seconds





[INFO] main::loop() | Device wakeup, now_timestamp_s = 1740523934
[INFO] main::loop() | Sending status packet timeout is not due. now_timestamp_s = 1740523934; send_status_timestamp_s = 1740525442
[INFO] main::loop() | Relay reset timeout is not due. now_timestamp_s = 1740523934; relay_reset_timestamp_s = 1740525319
[INFO] main::loop() | Reloading Watchdog
[INFO] main::loop() | Go to sleep for 10 seconds





[INFO] main::loop() | Device wakeup, now_timestamp_s = 1740523944
[INFO] main::loop() | Sending status packet timeout is not due. now_timestamp_s = 1740523944; send_status_timestamp_s = 1740525442
[INFO] main::loop() | Relay reset timeout is not due. now_timestamp_s = 1740523944; relay_reset_timestamp_s = 1740525319
[INFO] main::loop() | Reloading Watchdog
[INFO] main::loop() | Go to sleep for 10 seconds





[INFO] main::loop() | Device wakeup, now_timestamp_s = 1740523954
[INFO] main::loop() | Sending status packet timeout is not due. now_timestamp_s = 1740523954; send_status_timestamp_s = 1740525442
[INFO] main::loop() | Relay reset timeout is not due. now_timestamp_s = 1740523954; relay_reset_timestamp_s = 1740525319
[INFO] main::loop() | Reloading Watchdog
[INFO] main::loop() | Go to sleep for 10 seconds





[INFO] main::loop() | Device wakeup, now_timestamp_s = 1740523964
[INFO] main::loop() | Sending status packet timeout is not due. now_timestamp_s = 1740523964; send_status_timestamp_s = 1740525442
[INFO] main::loop() | Relay reset timeout is not due. now_timestamp_s = 1740523964; relay_reset_timestamp_s = 1740525319
[INFO] main::loop() | Reloading Watchdog
[INFO] main::loop() | Go to sleep for 10 seconds





[INFO] main::loop() | Device wakeup, now_timestamp_s = 1740523974
[INFO] main::loop() | Sending status packet timeout is not due. now_timestamp_s = 1740523974; send_status_timestamp_s = 1740525442
[INFO] main::loop() | Relay reset timeout is not due. now_timestamp_s = 1740523974; relay_reset_timestamp_s = 1740525319
[INFO] main::loop() | Reloading Watchdog
[INFO] main::loop() | Go to sleep for 10 seconds





[INFO] main::loop() | Device wakeup, now_timestamp_s = 1740523984
[INFO] main::loop() | Sending status packet timeout is not due. now_timestamp_s = 1740523984; send_status_timestamp_s = 1740525442
[INFO] main::loop() | Relay reset timeout is not due. now_timestamp_s = 1740523984; relay_reset_timestamp_s = 1740525319
[INFO] main::loop() | Reloading Watchdog
[INFO] main::loop() | Go to sleep for 10 seconds





[INFO] main::loop() | Device wakeup, now_timestamp_s = 1740523994
[INFO] main::loop() | Sending status packet timeout is not due. now_timestamp_s = 1740523994; send_status_timestamp_s = 1740525442
[INFO] main::loop() | Relay reset timeout is not due. now_timestamp_s = 1740523994; relay_reset_timestamp_s = 1740525319
[INFO] main::loop() | Reloading Watchdog
[INFO] main::loop() | Go to sleep for 10 seconds





[INFO] main::loop() | Device wakeup, now_timestamp_s = 1740524004
[INFO] main::loop() | Sending status packet timeout is not due. now_timestamp_s = 1740524004; send_status_timestamp_s = 1740525442
[INFO] main::loop() | Relay reset timeout is not due. now_timestamp_s = 1740524004; relay_reset_timestamp_s = 1740525319
[INFO] main::loop() | Reloading Watchdog
[INFO] main::loop() | Go to sleep for 10 seconds





[INFO] main::loop() | Device wakeup, now_timestamp_s = 1740524014
[INFO] main::loop() | Sending status packet timeout is not due. now_timestamp_s = 1740524014; send_status_timestamp_s = 1740525442
[INFO] main::loop() | Relay reset timeout is not due. now_timestamp_s = 1740524014; relay_reset_timestamp_s = 1740525319
[INFO] main::loop() | Reloading Watchdog
[INFO] main::loop() | Go to sleep for 10 seconds





[INFO] main::loop() | Device wakeup, now_timestamp_s = 1740524024
[INFO] main::loop() | Sending status packet timeout is not due. now_timestamp_s = 1740524024; send_status_timestamp_s = 1740525442
[INFO] main::loop() | Relay reset timeout is not due. now_timestamp_s = 1740524024; relay_reset_timestamp_s = 1740525319
[INFO] main::loop() | Reloading Watchdog
[INFO] main::loop() | Go to sleep for 10 seconds





[INFO] main::loop() | Device wakeup, now_timestamp_s = 1740524034
[INFO] main::loop() | Sending status packet timeout is not due. now_timestamp_s = 1740524034; send_status_timestamp_s = 1740525442
[INFO] main::loop() | Relay reset timeout is not due. now_timestamp_s = 1740524034; relay_reset_timestamp_s = 1740525319
[INFO] main::loop() | Reloading Watchdog
[INFO] main::loop() | Go to sleep for 10 seconds





[INFO] main::loop() | Device wakeup, now_timestamp_s = 1740524044
[INFO] main::loop() | Sending status packet timeout is not due. now_timestamp_s = 1740524044; send_status_timestamp_s = 1740525442
[INFO] main::loop() | Relay reset timeout is not due. now_timestamp_s = 1740524044; relay_reset_timestamp_s = 1740525319
[INFO] main::loop() | Reloading Watchdog
[INFO] main::loop() | Go to sleep for 10 seconds





[INFO] main::loop() | Device wakeup, now_timestamp_s = 1740524054
[INFO] main::loop() | Sending status packet timeout is not due. now_timestamp_s = 1740524054; send_status_timestamp_s = 1740525442
[INFO] main::loop() | Relay reset timeout is not due. now_timestamp_s = 1740524054; relay_reset_timestamp_s = 1740525319
[INFO] main::loop() | Reloading Watchdog
[INFO] main::loop() | Go to sleep for 10 seconds





[INFO] main::loop() | Device wakeup, now_timestamp_s = 1740524064
[INFO] main::loop() | Sending status packet timeout is not due. now_timestamp_s = 1740524064; send_status_timestamp_s = 1740525442
[INFO] main::loop() | Relay reset timeout is not due. now_timestamp_s = 1740524064; relay_reset_timestamp_s = 1740525319
[INFO] main::loop() | Reloading Watchdog
[INFO] main::loop() | Go to sleep for 10 seconds





[INFO] main::loop() | Device wakeup, now_timestamp_s = 1740524074
[INFO] main::loop() | Sending status packet timeout is not due. now_timestamp_s = 1740524074; send_status_timestamp_s = 1740525442
[INFO] main::loop() | Relay reset timeout is not due. now_timestamp_s = 1740524074; relay_reset_timestamp_s = 1740525319
[INFO] main::loop() | Reloading Watchdog
[INFO] main::loop() | Go to sleep for 10 seconds





[INFO] main::loop() | Device wakeup, now_timestamp_s = 1740524084
[INFO] main::loop() | Sending status packet timeout is not due. now_timestamp_s = 1740524084; send_status_timestamp_s = 1740525442
[INFO] main::loop() | Relay reset timeout is not due. now_timestamp_s = 1740524084; relay_reset_timestamp_s = 1740525319
[INFO] main::loop() | Reloading Watchdog
[INFO] main::loop() | Go to sleep for 10 seconds





[INFO] main::loop() | Device wakeup, now_timestamp_s = 1740524094
[INFO] main::loop() | Sending status packet timeout is not due. now_timestamp_s = 1740524094; send_status_timestamp_s = 1740525442
[INFO] main::loop() | Relay reset timeout is not due. now_timestamp_s = 1740524094; relay_reset_timestamp_s = 1740525319
[INFO] main::loop() | Reloading Watchdog
[INFO] main::loop() | Go to sleep for 10 seconds





[INFO] main::loop() | Device wakeup, now_timestamp_s = 1740524104
[INFO] main::loop() | Sending status packet timeout is not due. now_timestamp_s = 1740524104; send_status_timestamp_s = 1740525442
[INFO] main::loop() | Relay reset timeout is not due. now_timestamp_s = 1740524104; relay_reset_timestamp_s = 1740525319
[INFO] main::loop() | Reloading Watchdog
[INFO] main::loop() | Go to sleep for 10 seconds





[INFO] main::loop() | Device wakeup, now_timestamp_s = 1740524114
[INFO] main::loop() | Sending status packet timeout is not due. now_timestamp_s = 1740524114; send_status_timestamp_s = 1740525442
[INFO] main::loop() | Relay reset timeout is not due. now_timestamp_s = 1740524114; relay_reset_timestamp_s = 1740525319
[INFO] main::loop() | Reloading Watchdog
[INFO] main::loop() | Go to sleep for 10 seconds





[INFO] main::loop() | Device wakeup, now_timestamp_s = 1740524124
[INFO] main::loop() | Sending status packet timeout is not due. now_timestamp_s = 1740524124; send_status_timestamp_s = 1740525442
[INFO] main::loop() | Relay reset timeout is not due. now_timestamp_s = 1740524124; relay_reset_timestamp_s = 1740525319
[INFO] main::loop() | Reloading Watchdog
[INFO] main::loop() | Go to sleep for 10 seconds





[INFO] main::loop() | Device wakeup, now_timestamp_s = 1740524134
[INFO] main::loop() | Sending status packet timeout is not due. now_timestamp_s = 1740524134; send_status_timestamp_s = 1740525442
